rpm,dp,db,rhop,thetap,mu,EB_bp,Jb,U1,U2,ep1,ep2,Sb,t,Rp,Rfe,kp,Pk
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.05 ,0.005328 ,0.000000 ,0.0019 ,2.17E-05
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.06 ,0.006387 ,0.000000 ,0.0023 ,2.60E-05
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.07 ,0.007443 ,0.000000 ,0.0027 ,3.04E-05
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.08 ,0.008498 ,0.000000 ,0.0031 ,3.47E-05
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.09 ,0.009550 ,0.000000 ,0.0035 ,3.91E-05
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.10 ,0.010599 ,0.000000 ,0.0039 ,4.34E-05
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.20 ,0.020976 ,0.000000 ,0.0077 ,8.68E-05
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.30 ,0.031138 ,0.000000 ,0.0115 ,1.30E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.40 ,0.041091 ,0.000000 ,0.0138 ,1.55E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.50 ,0.050841 ,0.000000 ,0.0156 ,1.76E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.60 ,0.060396 ,0.000000 ,0.0175 ,1.97E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.70 ,0.069759 ,0.000000 ,0.0191 ,2.15E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.80 ,0.078938 ,0.000000 ,0.0205 ,2.30E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,0.90 ,0.087938 ,0.000000 ,0.0216 ,2.44E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,1.00 ,0.096763 ,0.000000 ,0.0227 ,2.55E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,1.50 ,0.138450 ,0.000000 ,0.0251 ,2.83E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,2.00 ,0.176450 ,0.000000 ,0.0263 ,2.96E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,2.50 ,0.211250 ,0.000000 ,0.0273 ,3.08E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,3.00 ,0.243220 ,0.000000 ,0.0283 ,3.19E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,3.50 ,0.272700 ,0.000000 ,0.0291 ,3.28E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,4.00 ,0.299970 ,0.000000 ,0.0299 ,3.37E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,4.50 ,0.325270 ,0.000000 ,0.0307 ,3.46E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,5.00 ,0.348810 ,0.000000 ,0.0314 ,3.54E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,5.50 ,0.370760 ,0.000000 ,0.0323 ,3.64E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,6.00 ,0.391270 ,0.000000 ,0.0331 ,3.73E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,6.50 ,0.410490 ,0.000000 ,0.0339 ,3.82E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,7.00 ,0.428540 ,0.000000 ,0.0345 ,3.89E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,7.50 ,0.445510 ,0.000000 ,0.0350 ,3.94E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,8.00 ,0.461510 ,0.000000 ,0.0358 ,4.04E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,8.50 ,0.476600 ,0.000000 ,0.0368 ,4.14E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,9.00 ,0.490880 ,0.000000 ,0.0376 ,4.23E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,9.50 ,0.504390 ,0.000000 ,0.0382 ,4.31E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,10.00 ,0.517210 ,0.000000 ,0.0388 ,4.37E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,10.50 ,0.529380 ,0.000000 ,0.0396 ,4.46E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,11.00 ,0.540950 ,0.000000 ,0.0407 ,4.59E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,11.50 ,0.551970 ,0.000000 ,0.0417 ,4.70E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,12.00 ,0.562470 ,0.000000 ,0.0424 ,4.78E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,12.50 ,0.572490 ,0.000000 ,0.0430 ,4.85E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,13.00 ,0.582060 ,0.000000 ,0.0436 ,4.92E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,13.50 ,0.591210 ,0.000000 ,0.0446 ,5.02E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,14.00 ,0.599970 ,0.000000 ,0.0455 ,5.13E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,14.50 ,0.608360 ,0.000000 ,0.0465 ,5.24E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,15.00 ,0.616410 ,0.000000 ,0.0474 ,5.34E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,15.50 ,0.624130 ,0.000000 ,0.0484 ,5.45E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,16.00 ,0.631550 ,0.000000 ,0.0496 ,5.59E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,16.50 ,0.638680 ,0.000000 ,0.0509 ,5.73E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,17.00 ,0.645540 ,0.000000 ,0.0522 ,5.88E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,17.50 ,0.652140 ,0.000000 ,0.0536 ,6.04E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,18.00 ,0.658510 ,0.000000 ,0.0549 ,6.19E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,18.50 ,0.664640 ,0.000000 ,0.0563 ,6.35E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,19.00 ,0.670560 ,0.000000 ,0.0577 ,6.50E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,19.50 ,0.676270 ,0.000000 ,0.0591 ,6.66E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,20.00 ,0.681790 ,0.000000 ,0.0604 ,6.81E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,25.00 ,0.728130 ,0.000000 ,0.0795 ,8.96E-04
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,30.00 ,0.762690 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,35.00 ,0.789450 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,40.00 ,0.810790 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,45.00 ,0.828200 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,50.00 ,0.842680 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,60.00 ,0.865370 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,70.00 ,0.882340 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,80.00 ,0.895510 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,90.00 ,0.906020 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,100.00 ,0.914620 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,110.00 ,0.921770 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,120.00 ,0.927820 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,130.00 ,0.933000 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,140.00 ,0.937490 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,150.00 ,0.941410 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,160.00 ,0.944870 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,170.00 ,0.947940 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,180.00 ,0.950690 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,190.00 ,0.953170 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,200.00 ,0.955400 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,210.00 ,0.957440 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,220.00 ,0.959290 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,230.00 ,0.960990 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,240.00 ,0.962560 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,250.00 ,0.964000 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,260.00 ,0.965340 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,270.00 ,0.966580 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,280.00 ,0.967730 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,290.00 ,0.968810 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,300.00 ,0.969820 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,310.00 ,0.970760 ,0.000000 ,0.1071 ,1.21E-03
850 ,35.0 ,0.50 ,2650 ,90 ,2.56E-03,0.00E+00,0.7395 ,1.3838 ,0.1545 ,2.8313 ,0.1244 ,88.74 ,320.00 ,0.971650 ,0.000000 ,0.1071 ,1.21E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.00 ,0.000000 ,0.000000 ,0.0000 ,0.00E+00
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.01 ,0.001859 ,0.000000 ,0.0019 ,2.09E-05
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.02 ,0.003711 ,0.000000 ,0.0037 ,4.19E-05
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.03 ,0.005556 ,0.000000 ,0.0056 ,6.28E-05
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.04 ,0.007394 ,0.000000 ,0.0074 ,8.38E-05
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.05 ,0.009226 ,0.000000 ,0.0093 ,1.05E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.06 ,0.011050 ,0.000000 ,0.0111 ,1.26E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.07 ,0.012868 ,0.000000 ,0.0130 ,1.47E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.08 ,0.014680 ,0.000000 ,0.0149 ,1.68E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.09 ,0.016484 ,0.000000 ,0.0167 ,1.88E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.10 ,0.018282 ,0.000000 ,0.0186 ,2.09E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.20 ,0.035908 ,0.000000 ,0.0358 ,4.04E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.30 ,0.052912 ,0.000000 ,0.0477 ,5.37E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.40 ,0.069327 ,0.000000 ,0.0573 ,6.46E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.50 ,0.085183 ,0.000000 ,0.0652 ,7.35E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.60 ,0.100510 ,0.000000 ,0.0709 ,8.00E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.70 ,0.115330 ,0.000000 ,0.0759 ,8.55E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.80 ,0.129670 ,0.000000 ,0.0795 ,8.96E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,0.90 ,0.143550 ,0.000000 ,0.0829 ,9.35E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,1.00 ,0.156990 ,0.000000 ,0.0862 ,9.72E-04
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,1.50 ,0.218350 ,0.000000 ,0.0975 ,1.10E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,2.00 ,0.271380 ,0.000000 ,0.1066 ,1.20E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,2.50 ,0.317670 ,0.000000 ,0.1140 ,1.28E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,3.00 ,0.358430 ,0.000000 ,0.1203 ,1.36E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,3.50 ,0.394600 ,0.000000 ,0.1272 ,1.43E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,4.00 ,0.426910 ,0.000000 ,0.1326 ,1.50E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,4.50 ,0.455940 ,0.000000 ,0.1384 ,1.56E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,5.00 ,0.482170 ,0.000000 ,0.1449 ,1.63E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,5.50 ,0.505990 ,0.000000 ,0.1517 ,1.71E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,6.00 ,0.527710 ,0.000000 ,0.1586 ,1.79E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,6.50 ,0.547610 ,0.000000 ,0.1656 ,1.87E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,7.00 ,0.565900 ,0.000000 ,0.1726 ,1.95E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,7.50 ,0.582760 ,0.000000 ,0.1794 ,2.02E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,8.00 ,0.598360 ,0.000000 ,0.1862 ,2.10E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,8.50 ,0.612840 ,0.000000 ,0.1862 ,2.10E-03
850 ,71.0 ,0.50 ,2650 ,80 ,2.57E-03,0.00E+00,0.7393 ,1.3834 ,0.1544 ,2.8334 ,0.1242 ,88.71 ,9.00 ,0.626310 ,0.000000 ,0.1862 ,2.10E-03
