rpm,dp,db,rhop,thetap,mu,EB_bp,Jb,U1,U2,ep1,ep2,Sb,t,Rp,Re,kp,Pk
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,14.5,0.60836,0,0.0465,5.24E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,15,0.61641,0,0.0474,5.34E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,15.5,0.62413,0,0.0484,5.45E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,16,0.63155,0,0.0496,5.59E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,16.5,0.63868,0,0.0509,5.73E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,17,0.64554,0,0.0522,5.88E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,17.5,0.65214,0,0.0536,6.04E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,18,0.65851,0,0.0549,6.19E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,18.5,0.66464,0,0.0563,6.35E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,19,0.67056,0,0.0577,6.50E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,19.5,0.67627,0,0.0591,6.66E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,20,0.68179,0,0.0604,6.81E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,25,0.72813,0,0.0795,8.96E-04
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,30,0.76269,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,35,0.78945,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,40,0.81079,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,45,0.8282,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,50,0.84268,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,60,0.86537,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,70,0.88234,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,80,0.89551,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,90,0.90602,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,100,0.91462,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,110,0.92177,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,120,0.92782,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,130,0.933,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,140,0.93749,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,150,0.94141,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,160,0.94487,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,170,0.94794,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,180,0.95069,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,190,0.95317,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,200,0.9554,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,210,0.95744,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,220,0.95929,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,230,0.96099,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,240,0.96256,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,250,0.964,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,260,0.96534,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,270,0.96658,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,280,0.96773,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,290,0.96881,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,300,0.96982,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,310,0.97076,0,0.1071,1.21E-03
850,35,0.5,2650,90,2.56E-03,0.00E+00,0.7395,1.3838,0.1545,2.8313,0.1244,88.74,320,0.97165,0,0.1071,1.21E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0,0,0,0,0.00E+00
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.01,0.001859,0,0.0019,2.09E-05
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.02,0.003711,0,0.0037,4.19E-05
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.03,0.005556,0,0.0056,6.28E-05
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.04,0.007394,0,0.0074,8.38E-05
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.05,0.009226,0,0.0093,1.05E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.06,0.01105,0,0.0111,1.26E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.07,0.012868,0,0.013,1.47E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.08,0.01468,0,0.0149,1.68E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.09,0.016484,0,0.0167,1.88E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.1,0.018282,0,0.0186,2.09E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.2,0.035908,0,0.0358,4.04E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.3,0.052912,0,0.0477,5.37E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.4,0.069327,0,0.0573,6.46E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.5,0.085183,0,0.0652,7.35E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.6,0.10051,0,0.0709,8.00E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.7,0.11533,0,0.0759,8.55E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.8,0.12967,0,0.0795,8.96E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,0.9,0.14355,0,0.0829,9.35E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,1,0.15699,0,0.0862,9.72E-04
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,1.5,0.21835,0,0.0975,1.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,2,0.27138,0,0.1066,1.20E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,2.5,0.31767,0,0.114,1.28E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,3,0.35843,0,0.1203,1.36E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,3.5,0.3946,0,0.1272,1.43E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,4,0.42691,0,0.1326,1.50E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,4.5,0.45594,0,0.1384,1.56E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,5,0.48217,0,0.1449,1.63E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,5.5,0.50599,0,0.1517,1.71E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,6,0.52771,0,0.1586,1.79E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,6.5,0.54761,0,0.1656,1.87E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,7,0.5659,0,0.1726,1.95E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,7.5,0.58276,0,0.1794,2.02E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,8,0.59836,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,8.5,0.61284,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,9,0.62631,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,9.5,0.63888,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,10,0.65063,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,10.5,0.66163,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,11,0.67197,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,11.5,0.68169,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,12,0.69085,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,12.5,0.6995,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,13,0.70768,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,13.5,0.71543,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,14,0.72277,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,14.5,0.72975,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,15,0.73638,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,15.5,0.7427,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,16,0.74872,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,16.5,0.75446,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,17,0.75995,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,17.5,0.7652,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,18,0.77022,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,18.5,0.77504,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,19,0.77965,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,19.5,0.78408,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,20,0.78834,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,25,0.82318,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,30,0.84818,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,35,0.86698,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,40,0.88164,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,45,0.89339,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,50,0.90302,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,60,0.91785,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,70,0.92875,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,80,0.93709,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,90,0.94369,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,100,0.94903,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,110,0.95345,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,120,0.95716,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,130,0.96033,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,140,0.96306,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,150,0.96543,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,160,0.96752,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,170,0.96937,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,180,0.97103,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,190,0.97251,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,200,0.97385,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,210,0.97506,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,220,0.97617,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,230,0.97718,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,240,0.97811,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,250,0.97897,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,260,0.97976,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,270,0.98049,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,280,0.98118,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,290,0.98181,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,300,0.98241,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,310,0.98297,0,0.1862,2.10E-03
850,71,0.5,2650,80,2.57E-03,0.00E+00,0.7393,1.3834,0.1544,2.8334,0.1242,88.71,320,0.98349,0,0.1862,2.10E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0,0,0,0,0.00E+00
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.01,0.004273,0.000001,0.0107,1.20E-04
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.02,0.00851,0.000001,0.0213,2.40E-04
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.03,0.012711,0.000002,0.0319,3.60E-04
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.04,0.016876,0.000002,0.0426,4.80E-04
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.05,0.021007,0.000003,0.0532,6.00E-04
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.06,0.025102,0.000003,0.0638,7.20E-04
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.07,0.029164,0.000004,0.0744,8.39E-04
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.08,0.033192,0.000004,0.085,9.59E-04
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.09,0.037187,0.000005,0.0956,1.08E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.1,0.041149,0.000005,0.1042,1.17E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.2,0.079045,0.00001,0.1684,1.90E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.3,0.11406,0.000015,0.2102,2.37E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.4,0.14651,0.00002,0.2387,2.69E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.5,0.17667,0.000025,0.2605,2.94E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.6,0.20476,0.00003,0.2774,3.13E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.7,0.23101,0.000035,0.2903,3.27E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.8,0.25557,0.00004,0.3025,3.41E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,0.9,0.27862,0.000045,0.3132,3.53E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,1,0.30028,0.00005,0.3222,3.63E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,1.5,0.39162,0.000076,0.3609,4.07E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,2,0.46187,0.000101,0.396,4.46E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,2.5,0.51758,0.000126,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,3,0.56283,0.000151,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,3.5,0.60032,0.000176,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,4,0.63189,0.000202,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,4.5,0.65884,0.000227,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,5,0.68211,0.000252,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,5.5,0.70241,0.000277,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,6,0.72027,0.000303,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,6.5,0.73611,0.000328,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,7,0.75025,0.000353,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,7.5,0.76295,0.000378,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,8,0.77442,0.000403,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,8.5,0.78484,0.000429,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,9,0.79433,0.000454,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,9.5,0.80303,0.000479,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,10,0.81101,0.000504,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,10.5,0.81838,0.000529,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,11,0.82519,0.000555,0.4292,4.84E-03
850,119,0.5,2650,80,2.58E-03,0.00E+00,0.7391,1.3829,0.1541,2.8362,0.1237,88.7,11.5,0.83151,0.00058,0.4292,4.84E-03
